label,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,285,-4.184030374827116,1.272822333337333,-1.1597114581599564,-1.3382552621855666,1.9326401033917948,1.9376188319411236,-1.1237132642146452,-0.20856383263685682,-2.134553997692991,-0.5606236830748484,-0.40464077138354604,1.4315853746756875,0.8003542803292186,-0.14736528117780542,-0.44733901542517673,-0.5408330554463495,-0.5508191980318368,0.22069348028320257,-0.663576859776477,-0.6138261126168111,-1.062367677183142
0,371,-2.3827344767009646,3.010177152549855,-0.08990202477278397,1.7752270659283846,-0.0024155756681653547,-0.9943119627456349,1.8353116467224078,0.7160604201798291,1.243481839364997,-1.8813456813682519,-1.7498748998326585,0.9383096207499746,-0.4422500026470761,-1.304465345158723,0.5403080343807473,0.14777163355641051,0.2848551075147002,0.18177788785426857,0.629939088094086,1.3483361470463664,-0.22420655706845471
0,284,-2.6335850253508566,2.2438023654917396,-0.4794210775519106,2.2950584818382507,-0.7862069795119931,0.706595620241078,2.342692419081261,4.127038378966038,-0.3096759854857042,2.302419689780981,-1.8715528277727218,-1.2264578200182654,-0.5433890365412658,-0.9594618290334771,-0.06656885956905274,0.5350787972740912,-0.731963174564181,0.7028754439161709,0.14797308196337336,0.1974609342055291,1.3514916252927092
0,457,-3.187176243657022,-0.48404411990144985,-0.18821963819509513,-0.4067761831892827,-0.5570147745927573,-1.8156921706800944,-0.49863579808822067,0.04685645395417132,-0.7187651001641243,-0.6104574557619733,-0.17896495717484812,0.562981344353074,-1.9534782872346423,1.044322201584301,1.7980780718404905,-0.27978881898936436,1.1149303943072135,-0.6478882959477831,0.15175224421785627,0.5128117032757576,0.4462493913047238
0,80,-3.375880059529091,1.1404987144968242,-0.42356332835255794,1.8953469747395324,-0.9243627998277757,-1.4287921536800319,0.7171669409848451,-0.39786567337436973,-1.184427977419837,-2.076621133268227,-1.174997075798833,1.3706820610647883,0.3885486759925019,-1.9969326677162806,0.19586122377982543,-0.26751995920642985,0.3412351349336697,0.5317269132107026,0.5418088991463464,-0.975514835472913,-0.5807228933479245
2,18,2.82670774528433,2.649165939621142,0.8926946407952173,0.2970043079190418,1.138519913892651,1.277773043126848,3.1806109939915257,0.9108428454041837,4.0481640650818616,1.9914315454927025,1.0551426670466877,-0.713927727225261,2.3864106561780245,-0.9072482076037142,0.40560539110137434,0.7768923330839653,0.009383971618596287,0.39124132138043,0.08219311911372514,-0.12834386546639182,-1.3446559573894157
0,1,2.2691432478857023,8.251326539164623,-3.5439181454108866,-1.5989638602106302,0.8714145320743323,-3.05886610665856,1.0575441766777458,0.9747462886819587,-0.8513133055705003,-0.8577593384645406,2.913041806930447,3.909108901543848,-1.8225297062252195,0.6214377836478766,-0.49166473655561044,-0.8789201878052834,2.597827088971048,-2.3009453599420273,-0.9138267514137823,0.2753403699281234,0.5037400346346683
0,253,-0.1605807234293504,5.9804916804212205,-2.8417696007922073,0.10764162712145672,0.4781671840107721,-1.7920324771141822,0.9026906212738327,2.1248645921760043,-0.13955816569021998,-0.22772045243872588,3.911886749194872,-0.4422678187184822,-1.999131271965966,0.23425529658603203,0.8887665114653696,-2.1540692425843617,-1.838583025036622,1.720464259105589,0.2648996460587458,0.9268003455752433,2.4712277909048908
2,164,4.319515249816514,-6.089130949891842,-3.8846090352922666,1.237064743764299,-2.084882764791909,3.8523378318384354,3.9793166996263007,0.3943302242415393,-0.7183504216609486,-1.7182240507401427,-0.30201228541120856,-3.293498645953876,-1.0911593498369283,1.6370621479222582,1.27958373613262,0.24801211459884456,2.112649940316744,0.3107121455380701,-0.5244618046966624,0.8848244330878156,1.7103460793560337
1,282,-2.785649933919978,-4.296844048572768,0.10441364112914092,0.9949638528181405,-3.3862049059609003,-3.4812392318757523,0.528665405154581,-1.9476971359438835,0.20904971921579316,-1.9648469481184412,0.4615261782966105,-0.9956199115091109,-0.939080178889235,-0.1039450717841738,0.46199320573344127,-0.27418839670998024,0.12999883364307394,-0.8876168733540178,0.8751037902056544,0.725381370342853,-0.23358087095194582
